,smiles,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications",cano_smiles
735,O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1C(C(=O)NCC)CCC1)CCC/N=C(\N)/N)CC(C)C)CC(C)C)Cc1ccc(O)cc1)C(NC(=O)C(NC(=O)C(NC(=O)C1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1
736,O(CC(O)CNC(C)(C)C)c1c2c(C(=O)CCC2)ccc1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O
737,Fc1ccc(C2(C#N)CCC(N3CC(C)C(C(=O)O)(c4ccccc4)CC3)CC2)cc1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,CC1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)O)c1ccccc1
738,O(C)c1cc2N(CC(CN(C)C)C)c3c(Sc2cc1)cccc3,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2
739,Oc1cc2c(cc1)CC1N(C)CCC32C1CCCC3,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,CN1CCC23CCCCC2C1Cc1ccc(O)cc13
741,S(C)C1C(O)C(O)C(O)C(C(NC(=O)C2N(C)CC(CCC)C2)C(O)C)O1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1
742,Fc1c(N2CCOCC2)ccc(N2C(=O)OC(CNC(=O)C)C2)c1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
743,O=C(O)C(NC(C(=O)N1C(C(=O)O)CCC1)CCCCN)CCc1ccccc1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O
744,S=C1N=CNc2nc[nH]c12,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,S=c1nc[nH]c2nc[nH]c12
746,Fc1c(N2CC(C)NCC2)c(F)cc2C(=O)C(C(=O)O)=CN(CC)c12,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
747,ClCCN(N=O)C(=O)NC1CCCCC1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,O=NN(CCCl)C(=O)NC1CCCCC1
748,P(=O)(OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](N2C(=O)NC(=O)C=C2)O1)(O[C@H]1[C@@H](O)[C@H](N2C(=O)NC(=O)C=C2)O[C@@H]1CO)O,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@@H]3[C@@H](CO)O[C@@H](n4ccc(=O)[nH]c4=O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
749,Clc1cc2c(/C(=C/3\CCN(C(=O)OCC)CC\3)/c3ncccc3CC2)cc1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
750,Clc1c(C2=NC(O)C(=O)Nc3c2cc(Cl)cc3)cccc1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
751,Clc1c(CO)n(Cc2ccc(-c3c(-c4n[nH]nn4)cccc3)cc2)c(CCCC)n1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
752,O=C(OC1C2C(CCC3OC(=O)CC(O)C3)C(C)C=CC2=CC(C)C1)C(CC)C,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
753,Clc1cc2C(N3CCN(C)CC3)=Nc3c(Oc2cc1)cccc3,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
755,O(C)c1c(O)c(OC)cc(-c2c(O)cc3c(O)cc(O)cc3[o+]2)c1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O
756,O=C1N(c2ccccc2)C=C(c2ncccc2)C=C1c1c(C#N)cccc1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O
757,S(=O)(=O)(N)c1ccc(CN)cc1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,NCc1ccc(S(N)(=O)=O)cc1
758,S=P(SC(C(=O)OCC)CC(=O)OCC)(OC)OC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
759,N(CCCC12c3c(cccc3)C(c3c1cccc3)CC2)C,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,CNCCCC12CCC(c3ccccc31)c1ccccc12
760,Clc1c(OC)cc(Nc2c(C#N)cnc3c2cc(OC)c(OCCCN2CCN(C)CC2)c3)c(Cl)c1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
761,O=C(OC)Nc1[nH]c2c(n1)ccc(C(=O)c1ccccc1)c2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
762,O=C(OCCCCN(C(Cc1ccc(OC)cc1)C)CC)c1cc(OC)c(OC)cc1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1
763,N(C)C1(C)C(C)(C)C2CC1CC2,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,CNC1(C)C2CCC(C2)C1(C)C
764,ClCCN(CCCl)C,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,CN(CCCl)CCCl
765,Clc1ccc(C(N2CCN(Cc3cc(C)ccc3)CC2)c2ccccc2)cc1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
766,Clc1c(Nc2c(C(=O)O)cccc2)c(Cl)ccc1C,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
767,C(C)(C)(C)c1cc2OC(C)Oc2cc1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,CC1Oc2ccc(C(C)(C)C)cc2O1
768,O=C(OC1(C(=O)C)C2(C)C(C3C(C4(C)C(C(C)C3)=CC(=O)CC4)CC2)CC1)C,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C
769,Oc1c(O)ccc(CCNC(CCc2ccc(O)cc2)C)c1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
770,O=C(O)c1c(Nc2c(C)c(C)ccc2)cccc1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,Cc1cccc(Nc2ccccc2C(=O)O)c1C
771,FC(F)(F)c1nc2c(C(F)(F)F)cccc2c(C(O)C2NCCCC2)c1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
772,O=C(OC1(C(=O)C)C2(C)C(C3C=C(C)C=4C(C)(C3CC2)CCC(=O)C=4)CC1)C,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
773,O=C(Nc1sc(C)cn1)C1N(C)S(=O)(=O)c2c(C1=O)cccc2,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1
774,ClCCN(CCCl)c1ccc(CC(N)C(=O)O)cc1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
775,NC12CC3(C)CC(C)(C1)CC(C2)C3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CC12CC3CC(C)(C1)CC(N)(C3)C2
776,O=C(OC1C[N+](C)(C)CCC1)C(O)(c1ccccc1)c1ccccc1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
777,O=C(OCC)C1(c2ccccc2)CCN(C)CC1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
778,O=C1N(C)C(=O)NC1(CC)c1ccccc1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,CCC1(c2ccccc2)NC(=O)N(C)C1=O
779,O=C(Nc1c(C)cccc1C)C1N(C)CCCC1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,Cc1cccc(C)c1NC(=O)C1CCCCN1C
780,O=C(OCC(COC(=O)N)(CCC)C)N,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,CCCC(C)(COC(N)=O)COC(N)=O
781,O=C(O)c1c(O)ccc(N)c1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,Nc1ccc(O)c(C(=O)O)c1
782,O=C(O)CN(CC(=O)NC)CCN(CC(=O)O)CCN(CC(=O)O)CC(=O)NC,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NC)CC(=O)O)CC(=O)O
783,Clc1cc2C(C)CNCCc2cc1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,CC1CNCCc2ccc(Cl)cc21
784,OC(CNC(C)C)c1cc(O)cc(O)c1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,CC(C)NCC(O)c1cc(O)cc(O)c1
785,N(\C(N(C)C)=N)=C(\N)/N,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,CN(C)C(=N)N=C(N)N
786,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO)O2)O1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O
787,S(=O)(=O)(Nc1cc2c(C(=O)c3ccc(OCCCN(CCCC)CCCC)cc3)c(CCCC)oc2cc1)C,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
788,N12CN3CN(C1)CN(C3)C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,C1N2CN3CN1CN(C2)C3
789,O=C(NCC[C@H]1c2c3c(OCC3)ccc2CC1)CC,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
790,O=C(OCC(O)COc1c(OC)cccc1)N,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,COc1ccccc1OCC(O)COC(N)=O
791,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CNCCS(=O)(=O)C)cc2)cc3)c1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
792,O=C(O)C(NC(=O)c1ccc(N(Cc2nc3c(N)nc(N)nc3nc2)C)cc1)CCC(=O)O,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
793,O(C)c1c2occc2cc2c1OC(=O)C=C2,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,COc1c2occc2cc2ccc(=O)oc12
794,FC1C(O)C(O)C(CO)OC1O,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OCC1OC(O)C(F)C(O)C1O
795,P(=O)(O)(O)C1C(C)O1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,CC1OC1P(=O)(O)O
796,O=C(OC1CC2[N+](C)(C)C(C3OC23)C1)C(CO)c1ccccc1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
797,ClCC1N(C)S(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
799,O=C(O)CN(CC(=O)O)c1c(C#N)c(CC(=O)O)c(C(=O)O)s1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O
800,O=C(O)C(N)(Cc1cc(O)c(O)cc1)C,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O
801,[N+](\C)(/C)=C\1/C=C2Sc3c(N=C2C=C/1)ccc(N(C)C)c3,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
802,O=C(NC(CO)CC)C1C=C2c3c4c([nH]cc4CC2N(C)C1)ccc3,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
803,O=C(OC)C(c1ccccc1)C1NCCCC1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,COC(=O)C(c1ccccc1)C1CCCCN1
804,O=C(CO)C1(O)C2(C)C(C3C(C4(C)C(C(C)C3)=CC(=O)C=C4)C(O)C2)CC1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
805,O=C1C=C2C(C)(C3C(C4C(C)(C(O)(C)CC4)CC3)CC2)CC1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
806,O=C(NC(CO)CC)C1C=C2c3c4c(n(C)cc4CC2N(C)C1)ccc3,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1
807,Clc1c(N)cc(OC)c(C(=O)NCCN(CC)CC)c1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
808,Clc1c(S(=O)(=O)N)cc2C(=O)N(c3c(C)cccc3)C(C)Nc2c1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
809,O(CCc1ccc(OCC(O)CNC(C)C)cc1)C,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,COCCc1ccc(OCC(O)CNC(C)C)cc1
810,O=[N+]([O-])c1n(CCO)c(C)nc1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,Cc1ncc([N+](=O)[O-])n1CCO
811,O=C(C(C)(C)c1cnccc1)c1cnccc1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,CC(C)(C(=O)c1cccnc1)c1cccnc1
812,O(CC(N)C)c1c(C)cccc1C,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,Cc1cccc(C)c1OCC(C)N
813,CN1CC2N(c3c(cccc3)Cc3c2cccc3)CC1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,CN1CCN2c3ccccc3Cc3ccccc3C2C1
814,Clc1c(C(OCc2c(Cl)cc(Cl)cc2)Cn2cncc2)ccc(Cl)c1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
815,Clc1cc2C(c3c(F)cccc3)=NCc3n(c(C)nc3)-c2cc1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
816,O=C(NCC(O)c1c(OC)ccc(OC)c1)CN,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,COc1ccc(OC)c(C(O)CNC(=O)CN)c1
817,O=C1C=C2C(=C3C(c4ccc(N(C)C)cc4)CC4(C)C(O)(C#CC)CCC4C3CC2)CC1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C
818,O=C1C(C#N)=CC(c2ccncc2)=C(C)N1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
819,ON1C(=N)N=C(N2CCCCC2)C=C1N,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,N=c1nc(N2CCCCC2)cc(N)n1O
820,CN1CC2N(c3ncccc3Cc3c2cccc3)CC1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,CN1CCN2c3ncccc3Cc3ccccc3C2C1
821,ClC(Cl)C(c1c(Cl)cccc1)c1ccc(Cl)cc1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
822,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c12,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
823,O=C(CC#N)N1CC(N(C)c2ncnc3[nH]ccc23)C(C)CC1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12
824,Clc1ccc(C(=O)NCCN2CCOCC2)cc1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
825,[SH0](=O)(C(c1ccccc1)c1ccccc1)CC(=O)N,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
826,ClCC(=O)C1(OC(=O)c2occc2)C2(C)C(C3C(Cl)(C4(C)C(=CC(=O)C=C4)CC3)C(O)C2)CC1C,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl
827,Clc1c(N2C[C@H](N)CCCC2)c(F)cc2C(=O)C(C(=O)O)=CN(C3CC3)c12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
828,Clc1cc2nc(/C=C/c3cc(C(SCC4(CC(=O)O)CC4)CCc4c(C(O)(C)C)cccc4)ccc3)ccc2cc1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
829,O=C(N)C1C(=O)[C@@H](N(C)C)[C@H]2[C@@](O)(C1=O)C(=O)C1=C(O)c3c(O)ccc(N(C)C)c3C[C@H]1C2,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1=C2O
830,Oc1c2OC3C(O)C=CC4C53c2c(cc1)CC4N(C)CC5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
831,Fc1c(N2CC3NCCCC3C2)c(OC)c2N(C3CC3)C=C(C(=O)O)C(=O)c2c1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
832,Clc1cc2/C(=C\CCN3CCN(CCO)CC3)/c3c(Sc2cc1)cccc3,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1
833,O=C(OCCCCCCCCC(=O)O)/C=C(\CC1C(O)C(O)C(CC2C(C(C(O)C)C)O2)CO1)/C,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,C/C(=C/C(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O
834,S(=O)(=O)(CCc1cc2c(C[C@@H]3N(C)CCC3)c[nH]c2cc1)c1ccccc1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
835,CN1C(C)C(c2ccccc2)OCC1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,CC1C(c2ccccc2)OCCN1C
